,Unnamed: 0,Body_Temperature,Heart_Rate,Pulse_Rate,SpO2,ECG,Anomaly_Type,Normal
31312,4312,97.0,82,83,95,696,0,1
31313,4313,97.0,80,82,95,766,0,1
31314,4314,97.08,80,79,93,731,0,1
31315,4315,97.02,81,80,94,741,0,1
31316,4316,97.2,80,79,93,744,0,1
31317,4317,97.05,81,82,92,781,0,1
31318,4318,97.11,83,82,92,691,0,1
31319,4319,97.04,83,84,93,739,0,1
31320,4320,97.0,83,82,91,742,0,1
31321,4321,97.0,82,82,91,726,0,1
31322,4322,97.15,80,80,91,770,0,1
31323,4323,97.19,81,83,91,757,0,1
31324,4324,97.0,81,81,92,751,0,1
31325,4325,97.0,81,79,90,688,0,1
31326,4326,97.21,80,78,91,721,0,1
31327,4327,97.13,80,78,90,740,0,1
31328,4328,97.0,80,78,90,734,0,1
31329,4329,97.0,80,78,90,740,0,1
31330,4330,97.24,80,79,90,714,0,1
31331,4331,97.13,82,83,90,687,0,1
31332,4332,97.0,85,87,90,679,0,1
31333,4333,97.0,83,85,90,699,0,1
31334,4334,97.0,83,82,90,736,0,1
31335,4335,97.03,81,81,90,731,0,1
31336,4336,97.13,81,83,90,692,0,1
31337,4337,97.03,82,83,90,674,0,1
31338,4338,97.23,82,82,90,693,0,1
31339,4339,97.15,85,83,91,704,0,1
31340,4340,97.11,84,86,92,726,0,1
31341,4341,97.0,83,81,92,704,0,1
31342,4342,97.07,83,82,91,698,0,1
31343,4343,97.15,84,83,90,716,0,1
31344,4344,97.0,84,83,90,684,0,1
31345,4345,97.05,81,81,91,721,0,1
31346,4346,97.0,83,85,92,745,0,1
31347,4347,97.0,84,82,92,710,0,1
31348,4348,97.17,86,85,92,768,0,1
31349,4349,97.08,88,87,90,698,0,1
31350,4350,97.0,89,88,92,697,0,1
31351,4351,97.0,87,85,93,678,0,1
31352,4352,97.0,88,86,91,697,0,1
31353,4353,97.05,89,91,90,895,0,1
31354,4354,97.09,88,87,90,652,0,1
31355,4355,97.32,90,88,92,732,0,1
31356,4356,97.2,90,88,93,739,0,1
31357,4357,97.12,92,92,94,718,0,1
31358,4358,97.29,95,93,95,770,0,1
31359,4359,97.21,97,99,93,784,0,1
31360,4360,97.0,99,98,95,741,0,1
31361,4361,97.1,99,99,94,768,0,1
31362,4362,97.32,96,95,92,749,0,1
31363,4363,97.14,94,96,93,795,0,1
31364,4364,97.06,96,96,94,740,0,1
31365,4365,97.14,94,94,93,778,0,1
31366,4366,97.26,94,94,94,790,0,1
31367,4367,97.35,92,92,94,749,0,1
31368,4368,97.56,92,93,94,754,0,1
31369,4369,97.55,91,90,93,785,0,1
31370,4370,97.77,94,95,92,734,0,1
31371,4371,98.01,92,91,91,793,0,1
31372,4372,97.79,92,92,91,785,0,1
31373,4373,97.59,92,94,90,814,0,1
31374,4374,97.58,91,92,90,798,0,1
31375,4375,97.49,90,90,90,794,0,1
31376,4376,97.48,92,93,91,768,0,1
31377,4377,97.4,95,96,90,745,0,1
31378,4378,97.37,95,96,90,758,0,1
31379,4379,97.52,94,92,90,848,0,1
31380,4380,97.71,95,93,90,779,0,1
31381,4381,97.82,95,97,91,827,0,1
31382,4382,97.69,95,93,92,797,0,1
31383,4383,97.89,95,97,91,786,0,1
31384,4384,97.94,93,91,92,797,0,1
31385,4385,98.09,93,92,90,795,0,1
31386,4386,98.32,94,96,90,786,0,1
31387,4387,98.48,92,90,90,779,0,1
31388,4388,98.37,91,91,92,762,0,1
31389,4389,98.3,91,93,91,755,0,1
31390,4390,98.08,89,90,91,789,0,1
31391,4391,97.98,87,89,92,774,0,1
31392,4392,97.93,89,89,90,780,0,1
31393,4393,97.99,90,89,90,751,0,1
31394,4394,98.0,90,90,90,773,0,1
31395,4395,98.12,88,86,90,732,0,1
31396,4396,98.05,90,92,90,765,0,1
31397,4397,98.13,90,92,91,768,0,1
31398,4398,98.37,93,91,93,723,0,1
31399,4399,98.51,93,93,92,754,0,1
31400,4400,98.74,93,92,92,900,0,1
31401,4401,98.71,94,92,91,681,0,1
31402,4402,98.95,96,94,90,735,0,1
31403,4403,99.0,93,93,90,722,0,1
31404,4404,99.0,95,94,90,735,0,1
31405,4405,98.77,93,93,90,768,0,1
31406,4406,98.92,91,90,90,731,0,1
31407,4407,99.0,93,93,90,716,0,1
31408,4408,99.0,94,92,91,781,0,1
31409,4409,98.89,94,92,91,753,0,1
31410,4410,98.66,95,94,93,731,0,1
31411,4411,98.73,95,95,93,758,0,1
31412,4412,98.62,96,96,94,760,0,1
31413,4413,98.82,98,98,94,751,0,1
31414,4414,98.71,98,100,92,748,0,1
31415,4415,98.77,99,99,91,756,0,1
31416,4416,98.53,100,102,91,768,0,1
31417,4417,98.64,97,97,91,770,0,1
31418,4418,98.4,97,95,92,770,0,1
31419,4419,98.44,97,99,92,743,0,1
31420,4420,98.41,99,101,91,746,0,1
31421,4421,98.25,100,102,91,733,0,1
31422,4422,98.13,99,101,92,743,0,1
31423,4423,97.89,100,99,94,740,0,1
31424,4424,98.06,97,97,94,752,0,1
31425,4425,98.23,98,96,94,754,0,1
31426,4426,98.29,99,101,92,736,0,1
31427,4427,98.08,97,99,91,767,0,1
31428,4428,98.32,99,98,90,703,0,1
31429,4429,98.25,98,99,91,739,0,1
31430,4430,98.4,100,100,91,763,0,1
31431,4431,98.6,99,99,90,698,0,1
31432,4432,98.69,100,102,91,728,0,1
31433,4433,98.71,98,97,90,727,0,1
31434,4434,98.85,95,96,90,704,0,1
31435,4435,98.95,94,93,90,726,0,1
31436,4436,98.83,94,94,90,695,0,1
31437,4437,99.0,92,91,91,708,0,1
31438,4438,98.91,91,92,90,756,0,1
31439,4439,98.77,89,91,90,662,0,1
31440,4440,104.8,24,125,49,746,1,1
31441,4441,108.5,105,83,10,966,1,1
31442,4442,73.1,50,147,80,618,1,1
31443,4443,53.1,82,0,11,70,1,1
31444,4444,87.2,6,47,19,45,1,1
31445,4445,91.1,23,63,53,679,1,1
31446,4446,116.3,12,116,54,284,1,1
31447,4447,79.3,98,31,89,300,1,1
31448,4448,148.8,73,56,23,890,1,1
31449,4449,79.0,34,86,90,150,1,1
31450,4450,60.3,75,131,69,410,1,1
31451,4451,54.4,25,86,6,205,1,1
31452,4452,139.3,5,49,16,37,1,1
31453,4453,112.8,129,47,49,740,1,1
31454,4454,147.0,3,69,96,534,1,1
31455,4455,119.2,132,59,90,643,1,1
31456,4456,94.3,46,29,60,145,1,1
31457,4457,80.8,38,119,69,118,1,1
31458,4458,130.7,54,44,43,610,1,1
31459,4459,97.0,0,106,38,827,1,1
31460,4460,107.1,49,62,12,247,1,1
31461,4461,120.9,99,39,0,344,1,1
31462,4462,53.0,41,56,9,960,1,1
31463,4463,130.6,118,115,59,992,1,1
31464,4464,120.2,30,83,94,804,1,1
31465,4465,98.1,36,12,53,551,1,1
31466,4466,121.7,64,145,75,468,1,1
31467,4467,122.4,72,21,68,225,1,1
31468,4468,60.8,84,100,8,767,1,1
31469,4469,117.0,78,117,88,208,1,1
31470,4470,72.4,34,111,76,439,1,1
31471,4471,76.3,86,34,27,40,1,1
31472,4472,117.9,77,13,67,697,1,1
31473,4473,77.7,66,66,76,856,1,1
31474,4474,139.7,2,81,2,21,1,1
31475,4475,117.9,130,141,1,435,1,1
31476,4476,149.2,31,148,65,118,1,1
31477,4477,146.2,131,144,67,362,1,1
31478,4478,112.2,31,90,80,780,1,1
31479,4479,66.2,15,33,75,869,1,1
31480,4480,110.4,56,18,26,216,1,1
31481,4481,78.7,28,39,87,984,1,1
31482,4482,68.6,42,32,11,459,1,1
31483,4483,70.7,79,118,72,816,1,1
31484,4484,127.7,67,44,59,811,1,1
31485,4485,76.6,14,115,14,351,1,1
31486,4486,74.0,15,65,26,329,1,1
31487,4487,55.9,41,70,90,411,1,1
31488,4488,124.6,71,114,43,657,1,1
31489,4489,69.0,95,88,36,825,1,1
31490,4490,130.3,28,53,89,822,1,1
31491,4491,113.4,129,11,72,269,1,1
31492,4492,135.3,110,1,17,831,1,1
31493,4493,106.6,130,130,21,511,1,1
31494,4494,109.6,73,6,34,962,1,1
31495,4495,65.0,16,133,78,120,1,1
31496,4496,129.8,136,92,25,310,1,1
31497,4497,139.0,64,40,88,773,1,1
31498,4498,92.3,149,19,70,112,1,1
31499,4499,124.0,95,61,74,300,1,1
31500,0,133.1,27,10,74,147,1,0
31501,1,97.9,80,65,90,232,1,0
31502,2,135.8,95,34,84,762,1,0
31503,3,135.3,75,60,51,361,1,0
31504,4,122.9,79,79,19,569,1,0
31505,5,99.2,149,69,46,844,1,0
31506,6,99.6,100,63,9,967,1,0
31507,7,50.7,61,54,97,690,1,0
31508,8,54.9,112,103,99,474,1,0
31509,9,137.3,82,114,55,968,1,0
31510,10,118.7,98,21,41,21,1,0
31511,11,65.9,22,90,76,321,1,0
31512,12,110.0,11,22,32,989,1,0
31513,13,58.1,60,78,10,963,1,0
31514,14,117.5,44,122,82,301,1,0
31515,15,76.3,120,71,39,673,1,0
31516,16,123.0,135,143,61,183,1,0
31517,17,117.4,58,143,23,979,1,0
31518,18,120.5,102,100,21,216,1,0
31519,19,67.5,148,72,82,232,1,0
31520,20,76.0,30,32,1,781,1,0
31521,21,74.4,108,112,29,625,1,0
31522,22,105.1,17,117,93,861,1,0
31523,23,81.5,0,84,4,493,1,0
31524,24,83.6,99,22,7,585,1,0
31525,25,131.1,40,147,63,309,1,0
31526,26,135.5,77,46,35,987,1,0
31527,27,59.2,136,145,13,570,1,0
31528,28,82.8,59,64,74,554,1,0
31529,29,82.3,141,9,57,272,1,0
31530,30,135.0,46,63,35,94,1,0
31531,31,138.2,18,35,86,706,1,0
31532,32,108.9,102,148,6,126,1,0
31533,33,66.6,94,146,8,383,1,0
31534,34,114.8,71,20,65,941,1,0
31535,35,52.1,143,63,66,423,1,0
31536,36,143.7,90,118,55,339,1,0
31537,37,139.9,97,64,62,275,1,0
31538,38,136.7,31,26,14,683,1,0
31539,39,65.7,42,58,7,126,1,0
31540,40,119.8,143,101,35,884,1,0
31541,41,68.0,47,145,46,587,1,0
31542,42,83.6,70,64,77,578,1,0
31543,43,73.3,7,123,12,731,1,0
31544,44,111.0,70,26,72,213,1,0
31545,45,95.8,33,56,32,285,1,0
31546,46,85.1,1,18,31,844,1,0
31547,47,132.7,102,52,58,560,1,0
31548,48,126.6,118,17,32,356,1,0
31549,49,126.5,114,27,64,314,1,0
31550,50,86.5,95,6,42,815,1,0
31551,51,66.8,14,28,92,283,1,0
31552,52,124.3,32,96,4,137,1,0
31553,53,149.4,50,52,74,283,1,0
31554,54,60.9,16,50,89,56,1,0
31555,55,67.4,69,27,73,784,1,0
31556,56,136.0,82,90,36,702,1,0
31557,57,132.7,110,95,68,24,1,0
31558,58,112.5,31,29,19,979,1,0
31559,59,127.9,145,135,25,968,1,0
31560,60,98.82,65,66,97,575,0,0
31561,61,98.57,66,66,96,562,0,0
31562,62,98.81,64,65,96,572,0,0
31563,63,98.68,66,65,97,560,0,0
31564,64,98.79,65,66,98,615,0,0
31565,65,98.79,64,63,98,571,0,0
31566,66,98.56,63,64,97,566,0,0
31567,67,98.64,65,66,97,558,0,0
31568,68,98.78,63,63,97,577,0,0
31569,69,98.68,63,62,97,553,0,0
31570,70,98.57,64,63,96,700,0,0
31571,71,98.51,65,66,96,506,0,0
31572,72,98.49,66,67,96,572,0,0
31573,73,98.44,68,68,96,581,0,0
31574,74,98.32,66,66,97,560,0,0
31575,75,98.44,64,65,97,572,0,0
31576,76,98.37,64,63,96,589,0,0
31577,77,98.57,62,63,95,589,0,0
31578,78,98.49,62,62,96,578,0,0
31579,79,98.41,60,60,97,578,0,0
31580,80,98.49,61,61,97,566,0,0
31581,81,98.32,60,59,97,609,0,0
31582,82,98.35,61,61,96,588,0,0
31583,83,98.1,63,63,96,600,0,0
31584,84,98.1,61,60,97,610,0,0
31585,85,98.06,61,61,97,604,0,0
31586,86,98.21,60,60,98,600,0,0
31587,87,98.42,60,61,98,595,0,0
31588,88,98.58,62,63,97,604,0,0
31589,89,98.42,60,59,97,588,0,0
31590,90,98.53,62,61,98,558,0,0
31591,91,98.44,62,61,97,553,0,0
31592,92,98.24,61,60,97,576,0,0
31593,93,98.4,61,62,96,532,0,0
31594,94,98.5,61,60,97,580,0,0
31595,95,98.57,62,61,97,560,0,0
31596,96,98.54,63,64,97,601,0,0
31597,97,98.59,62,61,97,557,0,0
31598,98,98.59,64,65,97,561,0,0
31599,99,98.71,62,63,97,518,0,0
31600,100,98.66,62,61,98,563,0,0
31601,101,98.6,61,62,98,546,0,0
31602,102,98.37,62,63,99,512,0,0
31603,103,98.38,61,61,99,532,0,0
31604,104,98.34,60,61,99,516,0,0
31605,105,98.41,62,61,99,561,0,0
31606,106,98.35,63,62,98,546,0,0
31607,107,98.21,64,64,98,555,0,0
31608,108,98.4,62,63,98,544,0,0
31609,109,98.62,62,62,98,535,0,0
31610,110,98.75,60,59,98,533,0,0
31611,111,98.75,61,60,97,559,0,0
31612,112,98.69,61,60,97,567,0,0
31613,113,98.84,60,61,97,560,0,0
31614,114,98.8,61,61,96,580,0,0
31615,115,98.99,60,60,96,691,0,0
31616,116,98.74,61,60,95,488,0,0
31617,117,98.73,61,62,95,530,0,0
31618,118,98.65,61,61,95,518,0,0
31619,119,98.4,62,61,95,558,0,0
31620,120,98.39,61,62,95,579,0,0
31621,121,98.26,62,63,95,544,0,0
31622,122,98.43,63,63,95,577,0,0
31623,123,98.37,64,64,96,558,0,0
31624,124,98.29,64,63,95,557,0,0
31625,125,98.17,63,63,95,558,0,0
31626,126,98.19,62,62,95,545,0,0
31627,127,98.29,60,61,95,498,0,0
31628,128,98.29,60,60,95,529,0,0
31629,129,98.06,60,60,95,529,0,0
31630,130,98.17,61,62,95,533,0,0
31631,131,98.4,62,61,95,564,0,0
31632,132,98.17,64,63,96,553,0,0
31633,133,98.36,65,65,96,514,0,0
31634,134,98.53,65,66,97,523,0,0
31635,135,98.39,66,67,98,493,0,0
31636,136,98.49,65,64,97,478,0,0
31637,137,98.48,66,67,97,534,0,0
31638,138,98.67,67,68,98,553,0,0
31639,139,98.77,69,69,97,508,0,0
31640,140,98.93,67,66,96,542,0,0
31641,141,98.98,67,66,96,507,0,0
31642,142,98.76,68,67,96,514,0,0
31643,143,98.52,68,67,95,504,0,0
31644,144,98.66,69,68,95,534,0,0
31645,145,98.57,70,69,95,513,0,0
31646,146,98.37,69,68,95,512,0,0
31647,147,98.38,68,68,95,459,0,0
31648,148,98.34,68,69,95,466,0,0
31649,149,98.55,67,68,95,534,0,0
31650,150,98.56,67,67,95,530,0,0
31651,151,98.45,65,64,95,655,0,0
31652,152,98.52,67,66,95,446,0,0
31653,153,98.36,66,65,95,525,0,0
31654,154,98.13,67,68,95,513,0,0
31655,155,98.26,69,70,95,475,0,0
31656,156,98.36,71,70,95,556,0,0
31657,157,98.19,72,73,95,510,0,0
31658,158,98.04,73,74,95,517,0,0
31659,159,98.13,73,73,96,523,0,0
31660,160,98.29,72,73,95,554,0,0
31661,161,98.42,72,72,95,537,0,0
31662,162,98.48,70,70,95,578,0,0
31663,163,98.55,72,72,95,558,0,0
31664,164,98.77,70,69,95,579,0,0
31665,165,98.8,70,70,95,573,0,0
31666,166,98.61,70,70,95,534,0,0
31667,167,98.48,69,68,95,564,0,0
31668,168,98.29,70,70,96,557,0,0
31669,169,98.17,69,69,96,570,0,0
31670,170,98.38,68,69,97,554,0,0
31671,171,98.44,67,68,98,602,0,0
31672,172,98.23,66,67,99,572,0,0
31673,173,98.27,67,68,99,552,0,0
31674,174,98.33,68,69,100,580,0,0
31675,175,98.5,69,69,100,604,0,0
31676,176,98.59,67,66,99,563,0,0
31677,177,98.48,68,68,99,597,0,0
31678,178,98.45,69,69,99,583,0,0
31679,179,98.26,68,67,98,601,0,0
31680,180,98.43,68,69,99,607,0,0
31681,181,98.66,68,68,99,640,0,0
31682,182,98.89,70,71,98,598,0,0
31683,183,99.0,69,68,98,589,0,0
31684,184,99.0,69,68,99,578,0,0
31685,185,99.0,70,69,99,633,0,0
31686,186,99.0,71,71,98,551,0,0
31687,187,99.0,70,71,97,557,0,0
31688,188,99.0,70,69,96,700,0,0
31689,189,99.0,71,72,97,502,0,0
31690,190,99.0,70,69,96,538,0,0
31691,191,98.92,71,72,95,523,0,0
31692,192,98.96,73,74,96,585,0,0
31693,193,98.94,75,75,95,561,0,0
31694,194,99.0,76,75,96,562,0,0
31695,195,98.79,75,74,96,526,0,0
31696,196,98.94,75,74,97,555,0,0
31697,197,98.83,77,78,98,571,0,0
31698,198,98.94,78,78,98,520,0,0
31699,199,98.78,77,78,97,571,0,0
31700,200,98.8,77,77,97,553,0,0
31701,201,98.57,75,76,97,580,0,0
31702,202,98.81,74,75,96,515,0,0
31703,203,98.68,74,75,96,556,0,0
31704,204,98.62,74,73,96,540,0,0
31705,205,98.5,73,74,96,519,0,0
31706,206,98.45,75,76,95,562,0,0
31707,207,98.59,74,73,95,547,0,0
31708,208,98.64,76,75,95,558,0,0
31709,209,98.84,77,78,95,564,0,0
31710,210,98.83,76,75,95,549,0,0
31711,211,98.75,76,75,95,562,0,0
31712,212,98.9,75,74,95,572,0,0
31713,213,98.87,76,75,95,558,0,0
31714,214,98.64,76,75,95,540,0,0
31715,215,98.77,76,76,95,548,0,0
31716,216,98.86,76,76,95,509,0,0
31717,217,99.0,78,79,95,542,0,0
31718,218,98.83,77,78,95,550,0,0
31719,219,98.87,76,75,95,553,0,0
31720,220,98.82,75,75,95,603,0,0
31721,221,98.66,76,75,95,554,0,0
31722,222,98.6,75,74,95,550,0,0
31723,223,98.36,75,76,95,525,0,0
31724,224,98.23,76,76,95,525,0,0
31725,225,98.28,76,77,95,556,0,0
31726,226,98.19,75,75,95,538,0,0
31727,227,98.05,75,74,95,526,0,0
31728,228,98.18,74,73,96,510,0,0
31729,229,98.17,75,75,96,529,0,0
31730,230,98.31,75,74,96,700,0,0
31731,231,98.49,77,77,97,477,0,0
31732,232,98.31,75,76,97,465,0,0
31733,233,98.15,75,75,96,545,0,0
31734,234,98.0,76,75,97,511,0,0
31735,235,97.94,75,74,96,525,0,0
31736,236,97.71,76,76,97,520,0,0
31737,237,97.63,78,79,96,499,0,0
31738,238,97.58,77,78,95,510,0,0
31739,239,97.44,79,79,96,519,0,0
31740,240,148.5,22,133,65,738,1,0
31741,241,67.5,25,30,47,754,1,0
31742,242,62.4,148,142,76,90,1,0
31743,243,132.0,132,128,30,916,1,0
31744,244,146.0,144,56,46,491,1,0
31745,245,146.6,104,87,83,591,1,0
31746,246,106.3,71,110,74,994,1,0
31747,247,74.0,41,5,34,965,1,0
31748,248,68.4,29,96,25,457,1,0
31749,249,113.3,52,94,44,459,1,0
31750,250,128.8,148,102,91,967,1,0
31751,251,80.3,123,80,95,456,1,0
31752,252,61.4,149,45,62,315,1,0
31753,253,84.8,113,106,25,537,1,0
31754,254,78.1,12,136,3,643,1,0
31755,255,77.3,35,54,14,440,1,0
31756,256,128.3,41,78,45,418,1,0
31757,257,138.3,75,79,81,684,1,0
31758,258,129.2,8,148,1,539,1,0
31759,259,149.8,103,1,84,421,1,0
31760,260,101.5,125,146,91,301,1,0
31761,261,126.2,71,59,88,978,1,0
31762,262,104.6,106,22,92,525,1,0
31763,263,142.6,59,145,67,828,1,0
31764,264,60.6,145,71,65,951,1,0
31765,265,75.8,107,129,53,120,1,0
31766,266,79.9,4,135,51,507,1,0
31767,267,83.4,70,16,93,185,1,0
31768,268,59.5,118,148,3,181,1,0
31769,269,70.7,116,138,95,479,1,0
31770,270,84.2,11,21,66,301,1,0
31771,271,101.4,28,82,84,764,1,0
31772,272,147.4,42,125,24,821,1,0
31773,273,76.0,30,136,50,897,1,0
31774,274,79.5,62,74,33,114,1,0
31775,275,76.3,18,34,52,12,1,0
31776,276,104.0,46,50,59,961,1,0
31777,277,72.5,108,81,93,547,1,0
31778,278,75.0,69,10,74,832,1,0
31779,279,146.1,20,31,25,500,1,0
31780,280,55.2,133,118,40,273,1,0
31781,281,80.4,139,92,18,32,1,0
31782,282,138.8,116,149,22,448,1,0
31783,283,85.7,85,48,25,262,1,0
31784,284,139.6,104,130,8,763,1,0
31785,285,72.0,74,56,33,941,1,0
31786,286,90.6,100,49,64,559,1,0
31787,287,116.9,110,45,3,567,1,0
31788,288,62.1,104,115,32,411,1,0
31789,289,93.0,90,24,4,58,1,0
31790,290,52.7,136,96,44,621,1,0
31791,291,95.5,128,127,89,887,1,0
31792,292,76.7,74,32,55,783,1,0
31793,293,67.2,66,97,46,839,1,0
31794,294,141.9,2,66,86,436,1,0
31795,295,117.9,20,105,41,76,1,0
31796,296,82.0,100,16,32,334,1,0
31797,297,114.7,105,136,43,634,1,0
31798,298,114.1,148,3,37,207,1,0
31799,299,115.3,78,85,29,376,1,0
31800,300,61.8,116,46,10,218,1,0
31801,301,72.1,34,38,7,828,1,0
31802,302,57.7,98,104,30,851,1,0
31803,303,97.3,59,12,57,115,1,0
31804,304,80.2,72,47,51,437,1,0
31805,305,85.0,64,0,9,41,1,0
31806,306,81.6,53,5,77,245,1,0
31807,307,131.9,64,78,79,274,1,0
31808,308,68.1,98,124,33,305,1,0
31809,309,85.6,74,106,65,581,1,0
31810,310,54.0,36,65,63,970,1,0
31811,311,131.9,131,29,5,576,1,0
31812,312,80.6,89,121,40,327,1,0
31813,313,81.2,103,120,21,508,1,0
31814,314,148.4,15,101,40,362,1,0
31815,315,117.5,88,132,99,131,1,0
31816,316,91.1,27,46,2,572,1,0
31817,317,123.8,34,50,37,533,1,0
31818,318,113.5,99,85,37,227,1,0
31819,319,113.6,133,127,58,32,1,0
31820,320,113.4,91,140,58,815,1,0
31821,321,149.6,40,140,51,960,1,0
31822,322,138.0,112,146,71,668,1,0
31823,323,60.4,4,19,63,825,1,0
31824,324,62.3,87,114,6,150,1,0
31825,325,125.5,19,51,88,693,1,0
31826,326,101.0,25,29,81,641,1,0
31827,327,143.1,83,11,39,681,1,0
31828,328,109.0,128,40,60,355,1,0
31829,329,119.1,69,124,3,614,1,0
31830,330,78.7,22,3,63,858,1,0
31831,331,120.5,115,5,14,169,1,0
31832,332,92.2,105,143,56,613,1,0
31833,333,104.4,95,149,97,881,1,0
31834,334,129.5,127,93,11,448,1,0
31835,335,62.4,149,40,52,510,1,0
31836,336,116.6,70,85,86,946,1,0
31837,337,107.8,98,43,18,352,1,0
31838,338,112.1,125,66,15,593,1,0
31839,339,133.3,1,110,96,309,1,0
31840,340,119.7,25,34,87,651,1,0
31841,341,107.1,32,57,39,941,1,0
31842,342,140.7,117,145,88,710,1,0
31843,343,65.0,17,78,99,125,1,0
31844,344,71.0,147,22,90,681,1,0
31845,345,145.9,67,128,80,324,1,0
31846,346,83.9,117,146,34,572,1,0
31847,347,144.0,24,136,23,716,1,0
31848,348,144.7,47,23,43,763,1,0
31849,349,119.9,4,15,25,733,1,0
31850,350,60.6,101,69,16,373,1,0
31851,351,78.9,21,22,83,347,1,0
31852,352,55.2,80,10,19,829,1,0
31853,353,81.2,37,45,74,729,1,0
31854,354,69.5,125,81,42,943,1,0
31855,355,130.6,127,132,95,946,1,0
31856,356,93.9,119,130,47,204,1,0
31857,357,101.3,37,120,19,538,1,0
31858,358,126.1,25,143,15,808,1,0
31859,359,93.1,40,20,52,441,1,0
31860,360,97.52,79,80,95,564,0,0
31861,361,97.61,80,79,95,529,0,0
31862,362,97.53,79,80,95,584,0,0
31863,363,97.39,77,78,95,554,0,0
31864,364,97.63,76,77,95,576,0,0
31865,365,97.74,77,76,95,618,0,0
31866,366,97.81,77,76,95,552,0,0
31867,367,97.97,75,75,95,606,0,0
31868,368,98.0,76,77,95,594,0,0
31869,369,97.85,76,75,95,575,0,0
31870,370,97.7,77,77,95,700,0,0
31871,371,97.94,76,77,96,574,0,0
31872,372,98.12,75,75,96,590,0,0
31873,373,98.05,77,77,96,576,0,0
31874,374,98.08,76,75,95,584,0,0
31875,375,98.05,75,75,95,590,0,0
31876,376,98.21,77,76,95,549,0,0
31877,377,98.29,78,77,95,575,0,0
31878,378,98.34,78,79,95,619,0,0
31879,379,98.15,78,78,95,585,0,0
31880,380,98.32,77,77,95,592,0,0
31881,381,98.21,77,78,96,594,0,0
31882,382,98.39,75,75,95,522,0,0
31883,383,98.5,75,76,96,563,0,0
31884,384,98.39,73,74,96,543,0,0
31885,385,98.53,74,73,95,584,0,0
31886,386,98.71,75,75,95,602,0,0
31887,387,98.82,74,74,95,573,0,0
31888,388,98.58,76,75,95,586,0,0
31889,389,98.7,75,76,95,587,0,0
31890,390,98.47,73,73,95,575,0,0
31891,391,98.63,74,74,95,597,0,0
31892,392,98.48,76,77,95,559,0,0
31893,393,98.35,77,76,96,573,0,0
31894,394,98.47,77,76,95,538,0,0
31895,395,98.31,79,78,96,570,0,0
31896,396,98.3,79,80,95,568,0,0
31897,397,98.13,78,79,95,572,0,0
31898,398,98.35,79,80,95,565,0,0
31899,399,98.17,80,79,95,538,0,0
31900,400,98.2,78,78,95,538,0,0
31901,401,98.44,77,77,95,588,0,0
31902,402,98.37,76,75,95,534,0,0
31903,403,98.48,75,74,95,564,0,0
31904,404,98.44,74,75,96,540,0,0
31905,405,98.25,75,75,96,533,0,0
31906,406,98.39,73,74,95,550,0,0
31907,407,98.38,73,72,95,519,0,0
31908,408,98.35,73,74,95,700,0,0
31909,409,98.28,75,75,95,477,0,0
31910,410,98.11,74,74,95,559,0,0
31911,411,98.13,76,76,95,510,0,0
31912,412,98.19,76,76,95,527,0,0
31913,413,98.27,75,74,95,565,0,0
31914,414,98.2,77,76,95,584,0,0
31915,415,98.12,75,74,95,566,0,0
31916,416,98.02,73,73,95,612,0,0
31917,417,98.07,74,74,95,546,0,0
31918,418,98.01,76,75,95,540,0,0
31919,419,98.08,75,75,95,554,0,0
31920,420,98.16,75,74,95,536,0,0
31921,421,98.14,75,75,95,546,0,0
31922,422,97.96,74,73,95,580,0,0
31923,423,98.15,74,75,95,561,0,0
31924,424,98.12,75,76,95,558,0,0
31925,425,98.34,77,76,95,563,0,0
31926,426,98.25,78,78,95,579,0,0
31927,427,98.13,79,78,95,571,0,0
31928,428,98.11,80,80,95,534,0,0
31929,429,97.9,78,79,95,506,0,0
31930,430,98.11,77,78,95,558,0,0
31931,431,97.91,78,78,95,542,0,0
31932,432,97.88,77,77,95,519,0,0
31933,433,98.05,76,77,95,537,0,0
31934,434,98.18,76,75,95,492,0,0
31935,435,98.19,74,74,95,513,0,0
31936,436,98.0,72,73,96,498,0,0
31937,437,97.84,72,72,96,486,0,0
31938,438,97.82,74,73,96,500,0,0
31939,439,97.77,72,73,95,506,0,0
31940,440,97.92,73,72,95,545,0,0
31941,441,97.85,72,73,95,498,0,0
31942,442,97.8,71,70,95,455,0,0
31943,443,97.59,73,72,95,480,0,0
31944,444,97.61,75,76,95,504,0,0
31945,445,97.48,74,75,96,511,0,0
31946,446,97.61,72,73,96,480,0,0
31947,447,97.49,73,73,97,498,0,0
31948,448,97.25,73,73,97,517,0,0
31949,449,97.05,72,72,98,468,0,0
31950,450,97.0,74,75,99,559,0,0
31951,451,97.22,75,76,99,522,0,0
31952,452,97.26,74,75,100,513,0,0
31953,453,97.46,74,73,99,560,0,0
31954,454,97.7,75,76,99,486,0,0
31955,455,97.82,76,77,99,515,0,0
31956,456,97.69,77,77,98,540,0,0
31957,457,97.78,77,76,98,700,0,0
31958,458,97.83,77,76,99,418,0,0
31959,459,97.99,78,77,99,531,0,0
31960,460,98.0,80,81,100,494,0,0
31961,461,97.88,78,78,99,575,0,0
31962,462,98.07,78,77,99,572,0,0
31963,463,98.24,78,79,98,570,0,0
31964,464,98.45,79,78,98,573,0,0
31965,465,98.41,80,81,97,606,0,0
31966,466,98.5,80,80,98,568,0,0
